codigo,nombre,uuid,created_at,updated_at
101610,ASISTENTE ADMINSTRATIVO II,e9542e67-c48e-41b2-8e5b-76eef837e553,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
101505,ASISTENTE ADMINISTRATIVO,daf71bf3-b299-42fd-8dd8-d29de948f2d6,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
100695,ASISTENTE DE BIBLIOTECA I,9f3af104-cc3a-4558-a3aa-702f36f07206,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
100690,ASISTENTE DE BIBLIOTECA II,14796f17-8293-49e4-bf92-22d6032f818e,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
100530,ASISTENTE DE INFORMATICA,65c4f2ef-7ef6-4509-b04d-236161251520,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
100325,ASISTENTE DE PERSONAL III,be3b35e2-3275-4576-810c-4b373a7a3061,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
101325,AUXILIAR DE BIBLIOTECA,f677056c-aeb1-4f35-9e26-9054eb3a94ae,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
300180,AUXILIAR DOC. TCP CAT III,7ebfc19e-741e-4a00-815d-0ce7ad79b33f,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
300100,AUXILIAR DOC. TCP CAT I,e4e8ec6f-812d-41d2-959d-26e7f66196c6,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
301605,AUXILIAR DOC. TCP CAT II,287f5cbd-acf8-4429-8652-6201c7edf949,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
300115,AUXILIAR DOC. TCP CAT II,b633bf7b-672b-4bda-9f85-3920e9adcf1c,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
101205,BIBLIOTECOLOGO,e47318bb-b1cc-4d6b-ac63-e696af320f78,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
100270,CAJERO IV,b9822680-27bb-4f03-af76-841ffa3fad45,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
101500,CAJERO JEFE II,2e780dcb-7fef-4411-88cb-89de95ec5922,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
400201,CHOFER I,ae64083d-f6cd-4a4b-ad53-946ffb8e3d58,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
400403,CHOFER,ae39da1f-4c13-4a74-a267-c0c76346de1c,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
400502,CHOFER,3912121c-c276-4ba2-92f7-0318aae4bb5b,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
100485,COMISIONADO DEL RECTORADO,32c98a53-2b19-4446-9323-e6845c1605a4,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
100490,COORD DE DEPORTES,a4dcbacb-7912-4d07-b40f-f7597414d2c0,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
100250,COMPRADOR III,8d61aea4-44e2-4218-8b1a-767d40a01ce4,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
100540,CONSULTOR JURIDICO,f9f385c0-4083-4ac5-8611-3f1296af5dc2,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
100140,CONTABILISTA,9a5c0e61-bff4-4c88-a7a9-a82fd104f087,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
101335,CONTADOR IV,2db3d71f-7c2b-43bd-94f8-0b43fb93a371,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
101230,DIRECTOR DE RELAC. INTERINST.,c0aee626-78bd-48fc-a1e2-57d439dc0f94,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
101175,COORD DE SOPORTE TECNICO,0f80cc4b-7df7-4c7e-8d6d-a9b881034a05,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
100510,COORD DEL RECTORADO,4c634e10-8e17-4de6-8547-19dee28e84b9,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
100810,COORD. DE PLANIFICACION INSTIT,77d0b6fe-6e85-4023-ac22-be412d7ef812,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
100460,COORD. DE PLANTA FISICA,dc0d507b-10e4-4256-8253-7891deb4499f,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
100295,COORD DE SERV. ADMINISTRATIVOS,ef4157a0-d00f-4c2a-881b-b9e13b5f4e5d,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
100345,COORD. DE SERVICIOS GENERALES,b0eb37ff-b1cf-4b8f-86bd-894369caadaf,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
100745,COORD. PLANES OPERATIVOS,1fe16b68-3783-4760-b1e1-4937f4d25cd9,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
100265,COORDINADOR DE FINANZAS,83701b07-97ed-4c19-8d12-986c6311cb99,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
100755,COORDINADOR PRESUPUESTO,d9021742-73ae-48f3-8c07-cefbe80b8b50,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
100070,DIRECTOR DE ADMINISTRACION,8a12520c-86a8-4a1c-89ba-bbc303288d74,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
100640,INSTRUCTOR DE CORAL,bd959978-85c4-4d74-8c5e-81b4e41e3a56,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
100800,DIRECTOR DE INFORMATICA.,1b1aab69-6a31-4c65-b925-317fbd7f9290,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
100565,DIRECTOR DE RELAC.PUBLICAS,f7b39616-1b79-4226-9112-e0d6b4dfc366,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
100790,DIRECTOR MUSICAL,08e99bba-2598-4b48-b13c-aa67a2d0c99c,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
201065,DOCENTE AGREGADO DEX,f00d267a-f71a-4c19-803c-ef4c5b4c149d,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
200975,DOCENTE AGREGADO TCP,f9c723e1-6ae5-408a-852f-4aedcff98cb8,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
201530,DOCENTE ASISTENTE DEX,53aed6ab-d00b-4829-960d-03feb9a6382f,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
200370,DOCENTE ASISTENTE TCP,f80332ad-4390-4358-a826-f71865a8fb3f,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
201510,DOCENTE ASOCIADO DEX,81365891-2aa4-429d-b113-4055a0926e25,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
201625,DOCENTE DEX  CATEGORIA II,324d1d71-1eff-4aa5-9607-b0ec12f8367e,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
201055,DOCENTE DEX  CATEGORIA III,c33c7479-14fd-4a7b-a9ee-a4d32e8e025d,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
200155,DOCENTE DEX  CATEGORIA I,1c142928-5f22-4b12-918c-9ba6955b91f0,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
200950,DOCENTE JUBILADO,3838dcc8-0ec7-4e9d-a362-59e7f9aa8e0e,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
200375,DOCENTE MTP CATEGORIA I,6e0ecbcc-31ec-413e-b4ff-695b3d34fa1c,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
201115,DOCENTE MTP CATEGORIA II,d576bb19-6a61-42c8-b814-598c2867cd79,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
200915,DOCENTE MTP CATEGORIA III,f355219f-8988-4441-804b-961f7795c1a4,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
201135,DOCENTE MTP CATEGORIA IV,16ef5dd9-1676-498b-b09c-afcede7cf4e9,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
200385,DOCENTE TCP  CATEGORIA I,0d6c23f1-45ee-42d7-81bf-fba3ddae3191,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
200020,DOCENTE TCP  CATEGORIA IV,c72422b9-cf9a-4eb7-9b71-40213f8c956c,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
200390,DOCENTE TCP  CATEGORIA II,1a8c4193-f53e-48ff-9239-d0a8b7492c8d,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
201235,DOCENTE TCP  CATEGORIA III,909c75bf-8481-49ce-abab-6db56d30c022,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
200465,DOCENTE TCV CATEGORIA III,9a512179-4d41-4fa7-8b98-b7193c65bb31,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
200400,DOCENTE TCV CATEGORIA I,617a7108-b4b1-4d88-855e-d9357006867d,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
200395,DOCENTE TCV CATEGORIA II,2b70ac71-581a-4b6b-b0f8-f863f8c9987a,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
201060,DOCENTE TITULAR DEX,16018cba-a91c-447b-b08c-060ab59712f1,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
400303,ELECTRICISTA,c3cb9d1f-53cf-4142-ba12-2d0f2fc19f99,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
400402,ELECTRICISTA,08e2d388-14a9-444b-89c7-a0d53523bbd7,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
101250,ENFERMERA,1b418ee4-8a0d-4c8e-9b6a-b8a5d1f49b9f,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
100080,ENFERMERA JEFE I,2bfaf5c3-7f9b-4794-95a1-89e815bff821,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
101180,ENTRENADOR DEPORTIVO V,a18df9e6-e1a4-4262-a93d-9ff4681b7988,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
100795,ESPECIALISTA EN INFORMACION,df559f69-da00-4a9c-9b92-90aa829158ec,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
101185,ESPECIALISTA EN INFORMATICA,db8562b4-5e81-47e9-86ef-52bccd8941a9,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
101375,ESTADISTICO II,a8152975-935a-4183-9ea4-7be1b3a2e238,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
200405,COORD DE ASUNTOS PROFESORALES,c6c02fda-b86c-43f2-b29b-1e9cafd2e4ec,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
200110,GERENTE DE EXTENSION,75433261-808c-4363-b970-783fa6e0f7e8,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
200185,GERENTE DE INVESTIGACION,d1a066f4-00f1-4c3d-9720-fefddf14108d,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
100630,JEFE DE CONTROL DE ESTUDIOS,c61fb0d8-6ba7-47b6-b3e5-f3b1be0e23b3,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
100175,JEFE DE TRABAJO SOCIAL,a055375e-9eb5-4dad-b58b-2dc95b36c3e2,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
100240,JEFE DPTO.CONTABILIDAD,c84aa135-8893-4b8b-8689-182c6e519fa6,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
100335,JEFE DPTO.RECLUT.Y DES.DE PERS,3ea6ac32-fae3-485d-b0c0-e9813ecbb9a4,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
100675,JEFE DPTO.SERVIC.AL PUBLICO.,079db511-3934-4912-9925-74d237da96a8,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
100260,JEFE DPTO.TESORERIA,db5a1341-1e9e-4fe0-af9e-97ffdd97267c,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
100710,JEFE UNIDAD DE ARCHIVO.,50fd8c56-af77-4473-90bf-6b5f8e1c590b,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
100735,JEFE DPTO.EJECUCION PRESUP.,a90110b8-a788-434e-a100-eebdc81fa559,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
100775,JEFE DPTO.FORMULAC.PRESUPUESTO,3759f861-c3e9-43e0-8dc9-68bba732a576,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
101595,JEFE DPTO.INFORM.Y PROMOCION,a5744d87-75c5-465b-80a2-60d15c7d656e,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
100330,JEFE DPTO SERVICIOS ADMINIST,3ac75f0b-4d58-454a-9427-83151e4b9ff5,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
100470,JEFE DPTO. PLANIF.Y DESARROLLO,993237b2-26e0-4b22-a19e-9c07a00cf795,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
100665,JEFE DPTO.PROCESOS TECNICOS,fbf0a7d5-51e2-4bff-b1bb-22ac9a0ca031,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
100560,PERIODISTA.,9b19ecb1-de3d-436e-9692-0892ba85f844,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
100365,JEFE DPTO. SERVICIOS GENERALES,cf494757-7cb6-4272-b2f4-6dc2078703d7,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
101075,JEFE OFICINA REPRODUCCION,bdb9d495-9d29-480e-aace-2a606343351c,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
101195,JEFE SEDE-CD BOLIVAR,8ca1cc49-1da8-43f3-a65d-66d399ed0daf,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
100605,JEFE UNIDAD SECRETARIA DE ACTA,af1bfe12-f214-4d83-bcf2-6e170648ddd9,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
101585,ANALISTA DE INFORMACION,7fb9fa72-96d1-461f-9fa7-5c7e1dd6893f,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
101140,INSTRUCTOR DE DANZA.,eac866ee-b0c2-4459-9d0b-cd4483c64c49,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
101570,REVISOR DE CONTRALORIA II,dcb11e27-5c6e-4bc1-98ed-909ffe7794b3,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
200164,DOCENTE DEX CATEGORIA IV,528be0bc-2e1f-41d6-ad67-13efdb1a7745,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
100905,JEFE UNIDAD PUBLIC PERIODICAS,32577cb1-b91d-477d-9893-267348b4f5fb,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
200144,DOCENTE MTP  CATEGORIA V,0e99eecb-b902-41f2-998a-95e71261a68b,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
101215,ANALISTA INFORM Y CONTR ESTUDIOS.,0b022c32-ec5e-4ff9-ad02-70d9cedc4ed8,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
400102,MENSAJERO INTERNO,37a90dad-9e8f-4129-be48-c6afab9eeff9,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
400302,MENSAJERO II,8b584bc1-7d5a-40c3-b508-0ef721cd54e2,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
400406,MENSAJERO III,5e91d686-2c29-4c77-9e96-ada8a55d716f,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
500504,OBRERO ESPECIALIZADO,267e3e7d-9444-4df0-96f5-e4a6db616c96,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
400101,AYUDANTE DE MANTENIMIENTO,20d63093-95ec-4645-9c04-83023df3623f,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
400301,AYUDANTE DE MANTENIMIENTO,6f764a36-4e67-4c8c-9c98-7835b920a972,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
400401,AYUDANTE DE SERVICIO,761a57ad-8655-46e4-a6f1-76e1336c16ba,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
101265,OFICINISTA II,c23f0f94-e3bb-4f63-aa91-00dfb77fed6f,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
100255,OFICINISTA III,6c64ffed-706d-450f-9998-ebbc468e7e76,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
100425,OPER.DE MAQ.DE REPROD.II,66f840dc-03bc-4c52-8ef0-c0b0a0842727,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
101400,OPER.EQP.SONIDO Y AUDIOV.,3d924066-fd98-4e4c-bf84-92f037c519a6,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
100740,OPERADOR DE MAQ.REP. III,53a89e53-9bc3-46ea-a099-35231befe876,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
101440,OPERADOR DE MICRO,2cd3bdda-ee66-4648-9997-67bf7185052a,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
101045,OPERADOR MAQ.REPROD.IV,d1bb4196-8f93-40b3-9260-fda5265f87d9,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
100885,OPERADOR MAQUINA AUDIOVISUAL I,724149f1-730f-433c-856c-b37df2b4995c,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
101380,OPERADOR MAQ.COMP. III,f3d6098b-c374-4fb5-86a0-082158ed6f70,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
101105,PENSIONADO ADMINISTRATIVO,dc35f8c3-3ee6-4532-ba9b-3c4c77f0fb28,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
100870,PROGRAMADOR IV,5b2d9356-9bee-4110-89d9-8bd1c003910c,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
100945,FACILT DESARR DE RECURSOS HUM.,1fdcc6a8-1b8f-4ccd-8758-4ba4487a2e7d,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
100595,PROMOTOR SOCIO CULTURAL,7a5be88b-3a9f-4fd4-9739-098d81d4a548,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
100590,RECEPCIONISTA III,1cc435b3-e201-426d-ab21-ae624cdc9d2b,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
200625,RECTOR,49da4e89-113d-4bd0-9678-078652d8fe1c,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
100280,REGISTRADOR DE BIENES JEFE,dd5f1787-155e-4f57-bdbd-045f39f8ce7c,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
101655,REGISTRADOR DE BIENES Y MAT.II,2086ffb4-7c03-4026-a5f8-883f7c7412b9,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
100005,RELACIONISTA PROTOCOLAR,25a6cc6c-b8f5-4478-ba42-61afd4c82f8d,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
101330,REVISOR DE CONTRALORIA I,508be39e-012d-4b34-a7ae-898f555dd101,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
200585,SECRETARIA,c323611e-d0a2-4a18-b3c0-c78303a1dc2f,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
100515,SECRETARIA EJECUTIVA I,84604610-f345-4643-a3ab-1c33c5a78f2a,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
100645,SECRETARIA EJECUTIVA II,f733a515-2b98-4090-aae2-d9de3ac4278c,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
101490,SECRETARIA EJECUTIVA III,2f588293-31fa-4c94-aa49-50ac1680ce8a,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
100655,SECRETARIA II,7794bf31-14fa-4dfe-83a6-32fcda4bcac6,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
100805,SUPERV.SERV.GRALES.IV,69743ac6-75ef-4b2d-9b46-a9d5366f68ef,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
100055,SUPERVISOR DE SEGURIDAD,f54d3178-a498-4e7b-9663-eb65a47591fc,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
100960,SUPERVISOR SERV.GRALES II,118a3c96-a642-42eb-be04-d5f6eeb25d04,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
101420,TEC.TRABAJADOR SOCIAL I,861a2823-e9a2-41a1-9fe0-c339ed0a87c2,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
101270,TECNICO ELECTRONICO,a0a1c437-a2e3-4108-b98b-23e4ec6da3b0,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
101385,TRABAJADOR SOCIAL II,e34945c2-e7f8-4760-b979-7920f1ef9375,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
500202,VIGILANTE,996719c0-6e65-41e2-a49e-a30d4dc7b433,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
500404,VIGILANTE,ffee779b-4cc4-45e4-8926-46e9f7d7b2f5,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
101680,COORDINADOR ACADEMICO,0f1492e2-cb75-4d3e-9a23-4fea6a45e8b9,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
101685,MEDICO VETERINARIO,b444451e-b935-4097-86c5-4251e3a12ff2,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
401705,SUPERVISOR DE VIGILANCIA,ee31ff71-dae9-4ba7-b6ec-e82b6f86ac5f,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
115001,INSTRUCTOR DE FUTBOL,5f0c59a2-a665-4727-977b-ef0d55629420,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
115002,INSTRUCTOR DE TENIS Y NATACION,b8987cfa-8a7b-4c63-958b-bc784e6842f5,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
115003,INSTRUCTOR DE KARATE-DO,932e4c18-a417-4b6b-8be1-915c53009e0b,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
100981,DIRECTOR DE PLANIFICACION,a9ce374a-fab0-4e94-bab1-91fc59b3315c,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
112001,INSTRUCTOR DE FUTBOL,e0139bcb-7062-49ed-a51e-804ba9fc5b92,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
200976,VICERRECTOR ADMINISTRATIVO,de2ab59f-17ae-41da-af8f-7e6d008c9b66,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
112003,INSTRUCTOR DE ARTES PLASTICA,1a917d0e-f8a8-46a8-bb7b-4182efee358b,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
120001,JEFE DE UNIDAD DE DEPORTE,4b63a237-0561-4cfc-9919-59deb22cb378,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
100983,DIRECTOR DE ADM. Y SERVICIOS.,8bd381ae-d690-44bb-9135-e06743c2322c,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
100984,DIRECTOR DE SERV.MANTENIMIENTO.,450cbe17-5638-4e2b-9cfb-40fa634a3737,2024-01-19 11:59:27.776371+00,2024-01-19 11:59:27.776371+00
